gm,date,tm,home_away,opp,result,r,ra,inn,record,rank,gb,win,loss,save,time,day_night,attendance,c_li,streak,orig_scheduled,year,ymd,game_num,is_double_header,dotw
7,"Monday, Apr 11",BOS,H,NYY,W,8,1,,3-4,4,2.0,Wakefield,Mussina,,2:49,D,33702,1.05,1,,2005,2005-04-11,1,FALSE,Monday
8,"Wednesday, Apr 13",BOS,H,NYY,L,2,5,,3-5,4,2.5,Wright,Schilling,Rivera,3:08,N,35115,1.07,-1,,2005,2005-04-13,1,FALSE,Wednesday
9,"Thursday, Apr 14",BOS,H,NYY,W,8,5,,4-5,3,2.5,Foulke,Gordon,,3:13,N,35251,0.98,1,,2005,2005-04-14,1,FALSE,Thursday
10,"Friday, Apr 15",BOS,H,TBD,W,10,0,,5-5,3,1.5,Wells,Nomo,,2:48,N,35023,1.07,2,,2005,2005-04-15,1,FALSE,Friday
11,"Saturday, Apr 16",BOS,H,TBD,W,6,2,,6-5,3,1.5,Clement,Brazelton,,2:48,N,35106,1.1,3,,2005,2005-04-16,1,FALSE,Saturday
12,"Sunday, Apr 17",BOS,H,TBD,W,3,1,,7-5,3,1.0,Wakefield,Kazmir,Foulke,2:35,D,35232,1.12,4,,2005,2005-04-17,1,FALSE,Sunday
13,"Monday, Apr 18",BOS,H,TOR,W,12,7,,8-5,1,Tied,Schilling,Bush,,3:41,D,35243,1.25,5,,2005,2005-04-18,1,FALSE,Monday
14,"Tuesday, Apr 19",BOS,H,TOR,L,3,4,,8-6,3,1.0,Halladay,Foulke,Batista,2:29,N,35598,1.28,-1,,2005,2005-04-19,1,FALSE,Tuesday
20,"Monday, Apr 25",BOS,H,BAL,L,4,8,,11-9,2,2.0,Chen,Wells,,3:18,N,35003,1.38,-1,,2005,2005-04-25,1,FALSE,Monday
21,"Tuesday, Apr 26",BOS,H,BAL,L,8,11,,11-10,2,3.0,Julio,Foulke,Ryan,4:03,N,35670,1.34,-2,,2005,2005-04-26,1,FALSE,Tuesday
29,"Friday, May 6",BOS,H,SEA,W,7,2,,17-12,2,2.5,Clement,Moyer,,3:05,N,35229,1.21,4,,2005,2005-05-06,1,FALSE,Friday
30,"Sunday, May 8 (1)",BOS,H,SEA,W,6,3,,18-12,2,2.5,González,Piñeiro,Foulke,2:33,D,34848,1.25,5,2005-05-07 (Rain),2005,2005-05-08,1,TRUE,Sunday
31,"Sunday, May 8 (2)",BOS,H,SEA,L,4,6,,18-13,2,2.5,Franklin,Halama,Guardado,3:04,N,34671,1.25,-1,,2005,2005-05-08,2,TRUE,Sunday
32,"Monday, May 9",BOS,H,OAK,W,13,5,,19-13,2,2.5,Wakefield,Haren,,3:03,N,35000,1.26,1,,2005,2005-05-09,1,FALSE,Monday
33,"Tuesday, May 10",BOS,H,OAK,W-wo,3,2,,20-13,2,1.5,Mantei,Dotel,,2:43,N,35644,1.28,2,,2005,2005-05-10,1,FALSE,Tuesday
34,"Wednesday, May 11",BOS,H,OAK,W-wo,6,5,,21-13,2,1.5,Foulke,Dotel,,3:09,D,35375,1.28,3,,2005,2005-05-11,1,FALSE,Wednesday
41,"Friday, May 20",BOS,H,ATL,W,4,3,,24-17,2,2.0,Miller,Hudson,Foulke,2:37,N,35332,1.22,1,,2005,2005-05-20,1,FALSE,Friday
42,"Saturday, May 21",BOS,H,ATL,L,5,7,,24-18,2,3.0,Davies,Wakefield,,3:07,N,35008,1.24,-1,,2005,2005-05-21,1,FALSE,Saturday
43,"Sunday, May 22",BOS,H,ATL,W,5,2,,25-18,2,2.0,Clement,Colón,,2:46,D,34844,1.24,1,,2005,2005-05-22,1,FALSE,Sunday
50,"Monday, May 30",BOS,H,BAL,L,1,8,,27-23,2,4.0,López,Arroyo,,3:01,N,35483,1.5,-1,,2005,2005-05-30,1,FALSE,Monday
51,"Tuesday, May 31",BOS,H,BAL,W,5,1,,28-23,2,3.0,Miller,Cabrera,,2:48,N,35147,1.5,1,,2005,2005-05-31,1,FALSE,Tuesday
52,"Wednesday, Jun 1",BOS,H,BAL,L,3,9,,28-24,2,4.0,Ponson,Wakefield,,3:01,N,35527,1.56,-1,,2005,2005-06-01,1,FALSE,Wednesday
53,"Thursday, Jun 2",BOS,H,BAL,W-wo,6,4,,29-24,2,3.0,Foulke,Ryan,,3:23,D,35138,1.53,1,2005-04-27 (Rain),2005,2005-06-02,1,FALSE,Thursday
54,"Friday, Jun 3",BOS,H,LAA,W,7,4,,30-24,2,2.0,Myers,Shields,Foulke,3:05,N,35328,1.33,2,,2005,2005-06-03,1,FALSE,Friday
55,"Saturday, Jun 4",BOS,H,LAA,L,6,13,,30-25,2,3.0,Colón,Embree,,3:51,D,34754,1.33,-1,,2005,2005-06-04,1,FALSE,Saturday
56,"Sunday, Jun 5",BOS,H,LAA,W,6,3,,31-25,2,3.0,Myers,Woods,Foulke,2:52,D,35008,1.3,1,,2005,2005-06-05,1,FALSE,Sunday
63,"Monday, Jun 13",BOS,H,CIN,W,10,3,,34-29,2,3.0,Clement,Milton,,2:45,N,35478,1.28,2,,2005,2005-06-13,1,FALSE,Monday
64,"Tuesday, Jun 14",BOS,H,CIN,W,7,0,,35-29,2,3.0,Wells,Hudson,,2:43,N,35387,1.3,3,,2005,2005-06-14,1,FALSE,Tuesday
65,"Wednesday, Jun 15",BOS,H,CIN,W,6,1,,36-29,2,3.0,Arroyo,Harang,,2:52,N,35265,1.35,4,,2005,2005-06-15,1,FALSE,Wednesday
66,"Friday, Jun 17",BOS,H,PIT,W-wo,6,5,,37-29,2,2.0,Foulke,White,,3:04,N,35377,1.37,5,,2005,2005-06-17,1,FALSE,Friday
67,"Saturday, Jun 18",BOS,H,PIT,L,0,2,,37-30,2,3.0,White,Embree,Mesa,2:58,N,35216,1.37,-1,,2005,2005-06-18,1,FALSE,Saturday
68,"Sunday, Jun 19",BOS,H,PIT,W,8,0,,38-30,2,3.0,Clement,Wells,,2:47,D,35046,1.34,1,,2005,2005-06-19,1,FALSE,Sunday
75,"Monday, Jun 27",BOS,H,CLE,L,0,7,,44-31,1,up 2.5,Millwood,Arroyo,,3:00,N,35458,1.45,-1,,2005,2005-06-27,1,FALSE,Monday
76,"Tuesday, Jun 28",BOS,H,CLE,L,8,12,,44-32,1,up 1.5,Miller,Foulke,,3:37,N,35445,1.52,-2,,2005,2005-06-28,1,FALSE,Tuesday
77,"Wednesday, Jun 29",BOS,H,CLE,W,5,2,,45-32,1,up 2.0,Wakefield,Elarton,Timlin,2:55,D,35069,1.6,1,,2005,2005-06-29,1,FALSE,Wednesday
78,"Friday, Jul 1",BOS,H,TOR,L,2,15,,45-33,1,up 2.5,Lilly,Clement,,3:27,N,35302,1.66,-1,,2005,2005-07-01,1,FALSE,Friday
79,"Saturday, Jul 2",BOS,H,TOR,W,6,4,,46-33,1,up 2.5,Timlin,Walker,Foulke,3:17,N,35268,1.77,1,,2005,2005-07-02,1,FALSE,Saturday
80,"Sunday, Jul 3",BOS,H,TOR,L,2,5,,46-34,1,up 2.5,Halladay,Arroyo,Schoeneweis,2:47,D,34794,1.76,-1,,2005,2005-07-03,1,FALSE,Sunday
88,"Thursday, Jul 14",BOS,H,NYY,L,6,8,,49-39,1,up 1.0,Gordon,Schilling,Rivera,3:14,N,35232,1.99,-3,,2005,2005-07-14,1,FALSE,Thursday
89,"Friday, Jul 15",BOS,H,NYY,W,17,1,,50-39,1,up 1.0,Wells,Redding,,3:01,N,35083,2.12,1,,2005,2005-07-15,1,FALSE,Friday
90,"Saturday, Jul 16",BOS,H,NYY,L,4,7,,50-40,1,up 1.0,Johnson,Clement,Rivera,3:34,D,34694,1.97,-1,,2005,2005-07-16,1,FALSE,Saturday
91,"Sunday, Jul 17",BOS,H,NYY,L,3,5,,50-41,1,up 0.5,Leiter,Wakefield,Rivera,2:42,N,34802,2.09,-2,,2005,2005-07-17,1,FALSE,Sunday
92,"Monday, Jul 18",BOS,H,TBD,L,1,3,,50-42,2,0.5,Kazmir,Miller,Báez,3:07,N,35405,1.69,-3,,2005,2005-07-18,1,FALSE,Monday
93,"Tuesday, Jul 19",BOS,H,TBD,W,5,2,,51-42,1,up 0.5,Arroyo,Fossum,Schilling,2:40,N,35428,1.68,1,,2005,2005-07-19,1,FALSE,Tuesday
94,"Wednesday, Jul 20",BOS,H,TBD,W,9,4,,52-42,1,up 0.5,Wells,Hendrickson,,2:49,D,35123,1.7,2,,2005,2005-07-20,1,FALSE,Wednesday
102,"Friday, Jul 29",BOS,H,MIN,W,8,5,,57-45,1,up 2.5,Arroyo,Silva,Schilling,2:30,N,35211,1.92,3,,2005,2005-07-29,1,FALSE,Friday
103,"Saturday, Jul 30",BOS,H,MIN,W,6,2,,58-45,1,up 2.5,Wells,Lohse,,2:58,N,35167,1.77,4,,2005,2005-07-30,1,FALSE,Saturday
104,"Sunday, Jul 31",BOS,H,MIN,W,4,3,,59-45,1,up 2.5,Timlin,Rincón,Schilling,3:03,D,34929,1.7,5,,2005,2005-07-31,1,FALSE,Sunday
105,"Tuesday, Aug 2",BOS,H,KCR,W,6,4,,60-45,1,up 3.5,Wakefield,Burgos,Schilling,2:43,N,35386,1.51,6,,2005,2005-08-02,1,FALSE,Tuesday
106,"Wednesday, Aug 3",BOS,H,KCR,W,8,5,,61-45,1,up 4.5,Miller,Snyder,Schilling,3:03,N,35055,1.44,7,,2005,2005-08-03,1,FALSE,Wednesday
107,"Thursday, Aug 4",BOS,H,KCR,W,11,9,,62-45,1,up 4.5,Clement,Oviedo,Schilling,3:18,D,35060,1.28,8,,2005,2005-08-04,1,FALSE,Thursday
111,"Monday, Aug 8",BOS,H,TEX,W,11,6,,64-47,1,up 3.5,González,Karsay,,3:18,N,35453,1.39,2,,2005,2005-08-08,1,FALSE,Monday
112,"Tuesday, Aug 9",BOS,H,TEX,W-wo,8,7,10,65-47,1,up 4.5,Schilling,Gryboski,,4:13,N,35308,1.32,3,,2005,2005-08-09,1,FALSE,Tuesday
113,"Wednesday, Aug 10",BOS,H,TEX,W,16,5,,66-47,1,up 5.5,Arroyo,Rogers,,3:31,N,35379,1.18,4,,2005,2005-08-10,1,FALSE,Wednesday
114,"Friday, Aug 12",BOS,H,CHW,W,9,8,,67-47,1,up 5.0,Bradford,Buehrle,,2:57,N,35132,1.12,5,,2005,2005-08-12,1,FALSE,Friday
115,"Saturday, Aug 13",BOS,H,CHW,W,7,4,,68-47,1,up 5.0,Wakefield,Garland,,2:49,N,35055,1.08,6,,2005,2005-08-13,1,FALSE,Saturday
126,"Friday, Aug 26",BOS,H,DET,W,9,8,,73-53,1,up 2.5,Wakefield,Johnson,Timlin,3:09,N,35056,1.36,1,,2005,2005-08-26,1,FALSE,Friday
127,"Saturday, Aug 27",BOS,H,DET,L,8,12,,73-54,1,up 1.5,Colón,Papelbon,,3:37,N,35228,1.31,-1,,2005,2005-08-27,1,FALSE,Saturday
128,"Sunday, Aug 28",BOS,H,DET,W,11,3,,74-54,1,up 1.5,Wells,Robertson,,2:50,D,34568,1.59,1,,2005,2005-08-28,1,FALSE,Sunday
129,"Monday, Aug 29",BOS,H,TBD,W,10,6,,75-54,1,up 1.5,Clement,McClung,,3:16,N,35007,1.51,2,,2005,2005-08-29,1,FALSE,Monday
130,"Tuesday, Aug 30",BOS,H,TBD,W-wo,7,6,,76-54,1,up 2.5,Timlin,Borowski,,3:26,N,35101,1.52,3,,2005,2005-08-30,1,FALSE,Tuesday
131,"Wednesday, Aug 31",BOS,H,TBD,W,7,6,,77-54,1,up 2.5,Wakefield,Fossum,Timlin,2:24,N,35253,1.28,4,,2005,2005-08-31,1,FALSE,Wednesday
132,"Thursday, Sep 1",BOS,H,TBD,W,7,4,,78-54,1,up 3.5,Arroyo,Waechter,Timlin,2:31,N,35337,1.13,5,,2005,2005-09-01,1,FALSE,Thursday
133,"Friday, Sep 2",BOS,H,BAL,L,3,7,,78-55,1,up 3.5,Maine,DiNardo,,3:06,N,35156,0.91,-1,,2005,2005-09-02,1,FALSE,Friday
134,"Saturday, Sep 3",BOS,H,BAL,W,7,6,,79-55,1,up 3.5,Clement,Bédard,Timlin,3:03,N,35142,1.09,1,,2005,2005-09-03,1,FALSE,Saturday
135,"Sunday, Sep 4",BOS,H,BAL,W,5,1,,80-55,1,up 3.5,Wells,López,,2:20,D,35003,0.94,2,,2005,2005-09-04,1,FALSE,Sunday
136,"Monday, Sep 5",BOS,H,CHW,L,3,5,,80-56,1,up 3.0,McCarthy,Schilling,,3:11,D,35673,0.82,-1,2005-08-14 (Rain),2005,2005-09-05,1,FALSE,Monday
137,"Tuesday, Sep 6",BOS,H,LAA,W-wo,3,2,,81-56,1,up 4.0,Wakefield,Shields,,2:46,N,35061,1.13,1,,2005,2005-09-06,1,FALSE,Tuesday
138,"Wednesday, Sep 7",BOS,H,LAA,W,6,3,,82-56,1,up 4.0,Arroyo,Santana,Timlin,2:34,N,35423,0.81,2,,2005,2005-09-07,1,FALSE,Wednesday
139,"Thursday, Sep 8",BOS,H,LAA,L,0,3,,82-57,1,up 4.0,Byrd,Clement,Rodríguez,3:18,N,35351,0.8,-1,,2005,2005-09-08,1,FALSE,Thursday
146,"Thursday, Sep 15",BOS,H,OAK,L,2,6,,85-61,1,up 1.5,Blanton,Schilling,,3:03,N,35079,1.44,-1,,2005,2005-09-15,1,FALSE,Thursday
147,"Friday, Sep 16",BOS,H,OAK,W-wo,3,2,10,86-61,1,up 1.5,Timlin,Cruz,,3:07,N,35249,2,1,,2005,2005-09-16,1,FALSE,Friday
148,"Saturday, Sep 17",BOS,H,OAK,W,2,1,,87-61,1,up 1.5,Arroyo,Haren,Timlin,2:29,N,35220,2.03,2,,2005,2005-09-17,1,FALSE,Saturday
149,"Sunday, Sep 18",BOS,H,OAK,L,3,12,,87-62,1,up 1.5,Saarloos,Clement,,2:36,D,34849,2.11,-1,,2005,2005-09-18,1,FALSE,Sunday
156,"Tuesday, Sep 27 (1)",BOS,H,TOR,W,3,1,,92-64,1,Tied,Wakefield,Bush,Timlin,2:23,D,35700,4.54,4,2005-09-26 (Rain),2005,2005-09-27,1,TRUE,Tuesday
157,"Tuesday, Sep 27 (2)",BOS,H,TOR,L,5,7,,92-65,1,Tied,Frasor,Bradford,Batista,3:42,N,35476,3.99,-1,,2005,2005-09-27,2,TRUE,Tuesday
158,"Wednesday, Sep 28",BOS,H,TOR,L,2,7,,92-66,2,1.0,Lilly,Arroyo,,3:15,N,35313,4.38,-2,,2005,2005-09-28,1,FALSE,Wednesday
159,"Thursday, Sep 29",BOS,H,TOR,W-wo,5,4,,93-66,2,1.0,Papelbon,Batista,,3:24,N,35345,5.3,1,,2005,2005-09-29,1,FALSE,Thursday
160,"Friday, Sep 30",BOS,H,NYY,W,5,3,,94-66,1,Tied,Wells,Wang,Timlin,3:08,N,34832,7.99,2,,2005,2005-09-30,1,FALSE,Friday
161,"Saturday, Oct 1",BOS,H,NYY,L,4,8,,94-67,2,1.0,Johnson,Wakefield,,3:01,D,34556,5.25,-1,,2005,2005-10-01,1,FALSE,Saturday
162,"Sunday, Oct 2",BOS,H,NYY,W,10,1,,95-67,1,Tied,Schilling,Wright,,3:36,D,34534,5.66,1,,2005,2005-10-02,1,FALSE,Sunday
7,"Tuesday, Apr 11",BOS,H,TOR,W,5,3,,6-1,1,up 2.5,Beckett,Towers,Papelbon,2:44,D,35491,1.31,5,,2006,2006-04-11,1,FALSE,Tuesday
8,"Wednesday, Apr 12",BOS,H,TOR,L,4,8,,6-2,1,up 2.0,Chacín,Wells,,3:00,N,36378,1.3,-1,,2006,2006-04-12,1,FALSE,Wednesday
9,"Thursday, Apr 13",BOS,H,TOR,L,6,8,,6-3,1,up 1.0,Lilly,Clement,Ryan,3:02,N,36524,1.32,-2,,2006,2006-04-13,1,FALSE,Thursday
10,"Friday, Apr 14",BOS,H,SEA,W,2,1,,7-3,1,up 1.0,Schilling,Moyer,Papelbon,2:48,N,36431,1.1,1,,2006,2006-04-14,1,FALSE,Friday
11,"Saturday, Apr 15",BOS,H,SEA,L,0,3,,7-4,1,up 0.5,Piñeiro,Wakefield,Guardado,2:27,D,36047,1.15,-1,,2006,2006-04-15,1,FALSE,Saturday
12,"Sunday, Apr 16",BOS,H,SEA,W,3,2,,8-4,1,up 1.5,Beckett,Washburn,Papelbon,2:43,D,36181,1.11,1,,2006,2006-04-16,1,FALSE,Sunday
13,"Monday, Apr 17",BOS,H,SEA,W-wo,7,6,,9-4,1,up 1.5,Timlin,Guardado,,2:55,D,36188,1.16,2,,2006,2006-04-17,1,FALSE,Monday
14,"Tuesday, Apr 18",BOS,H,TBD,W,7,4,,10-4,1,up 2.5,Timlin,Lugo,Papelbon,3:15,N,36423,1.29,3,,2006,2006-04-18,1,FALSE,Tuesday
15,"Wednesday, Apr 19",BOS,H,TBD,W,9,1,,11-4,1,up 2.5,Schilling,Waechter,,2:55,N,36454,1.37,4,,2006,2006-04-19,1,FALSE,Wednesday
16,"Thursday, Apr 20",BOS,H,TBD,L,1,5,,11-5,1,up 1.5,Kazmir,Wakefield,Miceli,2:43,N,36607,1.35,-1,,2006,2006-04-20,1,FALSE,Thursday
26,"Monday, May 1",BOS,H,NYY,W,7,3,,15-11,1,up 1.0,Timlin,Small,,3:04,N,36339,1.38,1,,2006,2006-05-01,1,FALSE,Monday
27,"Wednesday, May 3",BOS,H,TOR,L,6,7,,15-12,1,Tied,McGowan,Papelbon,Ryan,3:38,N,35881,1.39,-1,,2006,2006-05-03,1,FALSE,Wednesday
28,"Thursday, May 4",BOS,H,TOR,W,7,4,,16-12,1,Tied,Clement,Towers,Papelbon,2:52,N,36396,1.37,1,,2006,2006-05-04,1,FALSE,Thursday
29,"Friday, May 5",BOS,H,BAL,W,6,3,,17-12,1,Tied,Schilling,López,Papelbon,2:47,N,36515,1.31,2,,2006,2006-05-05,1,FALSE,Friday
30,"Saturday, May 6",BOS,H,BAL,W,9,3,,18-12,1,Tied,Wakefield,Bédard,,3:21,N,36507,1.36,3,,2006,2006-05-06,1,FALSE,Saturday
31,"Sunday, May 7",BOS,H,BAL,W,10,3,,19-12,1,Tied,DiNardo,Benson,,2:59,D,36022,1.36,4,,2006,2006-05-07,1,FALSE,Sunday
35,"Friday, May 12",BOS,H,TEX,L,0,6,6,21-14,1,Tied,Loe,Clement,,2:10,N,36102,1.3,-1,,2006,2006-05-12,1,FALSE,Friday
42,"Monday, May 22",BOS,H,NYY,W,9,5,,26-16,1,up 2.5,Schilling,Wang,,2:43,N,36342,1.63,1,,2006,2006-05-22,1,FALSE,Monday
43,"Tuesday, May 23",BOS,H,NYY,L,5,7,,26-17,1,up 1.5,Wright,Wakefield,Rivera,3:18,N,36290,1.62,-1,,2006,2006-05-23,1,FALSE,Tuesday
44,"Wednesday, May 24",BOS,H,NYY,L,6,8,,26-18,1,up 0.5,Johnson,Clement,Rivera,3:30,N,36375,1.59,-2,,2006,2006-05-24,1,FALSE,Wednesday
45,"Thursday, May 25",BOS,H,TBD,W,4,1,,27-18,1,up 1.0,Beckett,Waechter,Papelbon,3:17,N,36209,1.4,1,,2006,2006-05-25,1,FALSE,Thursday
46,"Friday, May 26",BOS,H,TBD,W,8,4,,28-18,1,up 2.0,Tavárez,Kazmir,Papelbon,3:12,N,36129,1.4,2,,2006,2006-05-26,1,FALSE,Friday
47,"Saturday, May 27",BOS,H,TBD,W,6,4,,29-18,1,up 2.0,Schilling,McClung,Papelbon,2:46,N,36409,1.42,3,,2006,2006-05-27,1,FALSE,Saturday
48,"Sunday, May 28",BOS,H,TBD,W,5,4,,30-18,1,up 2.0,Wakefield,Hendrickson,Tavárez,2:54,D,36015,1.4,4,,2006,2006-05-28,1,FALSE,Sunday
58,"Friday, Jun 9",BOS,H,TEX,W,4,3,,35-23,1,up 0.5,Papelbon,Cordero,,2:18,N,36133,1.4,2,,2006,2006-06-09,1,FALSE,Friday
59,"Saturday, Jun 10",BOS,H,TEX,L,4,7,,35-24,1,up 0.5,Corey,Tavárez,Otsuka,3:25,N,36920,1.41,-1,2006-05-13 (Rain),2006,2006-06-10,1,FALSE,Saturday
60,"Sunday, Jun 11 (1)",BOS,H,TEX,W-wo,5,4,,36-24,1,up 1.0,Delcarmen,Otsuka,,3:25,D,36232,1.45,1,2006-06-10 (Rain),2006,2006-06-11,1,TRUE,Sunday
61,"Sunday, Jun 11 (2)",BOS,H,TEX,L,6,13,,36-25,1,up 1.0,Wasdin,Pauley,,3:29,N,35602,1.42,-1,,2006,2006-06-11,2,TRUE,Sunday
68,"Monday, Jun 19",BOS,H,WSN,W,6,3,,40-28,1,up 2.0,Snyder,Armas,Timlin,3:19,N,36252,1.44,4,,2006,2006-06-19,1,FALSE,Monday
69,"Tuesday, Jun 20",BOS,H,WSN,W,11,3,,41-28,1,up 2.0,Wakefield,Hernández,,2:55,N,36421,1.4,5,,2006,2006-06-20,1,FALSE,Tuesday
70,"Wednesday, Jun 21",BOS,H,WSN,W,9,3,,42-28,1,up 2.0,Lester,Hill,,2:57,N,36464,1.38,6,,2006,2006-06-21,1,FALSE,Wednesday
71,"Friday, Jun 23",BOS,H,PHI,W,10,2,,43-28,1,up 2.0,Beckett,Madson,,2:50,N,35948,1.43,7,,2006,2006-06-23,1,FALSE,Friday
72,"Saturday, Jun 24",BOS,H,PHI,W-wo,5,3,10,44-28,1,up 2.5,Papelbon,Gordon,,3:39,D,35564,1.44,8,,2006,2006-06-24,1,FALSE,Saturday
73,"Monday, Jun 26",BOS,H,PHI,W-wo,8,7,12,45-28,1,up 2.5,Hansen,Condrey,,4:59,D,36459,1.39,9,2006-06-25 (Rain),2006,2006-06-26,1,FALSE,Monday
74,"Tuesday, Jun 27",BOS,H,NYM,W,9,4,,46-28,1,up 3.5,Lester,Soler,,3:13,N,36250,1.36,10,,2006,2006-06-27,1,FALSE,Tuesday
75,"Wednesday, Jun 28",BOS,H,NYM,W,10,2,,47-28,1,up 3.5,Beckett,Martínez,,2:50,N,36035,1.32,11,,2006,2006-06-28,1,FALSE,Wednesday
76,"Thursday, Jun 29",BOS,H,NYM,W,4,2,,48-28,1,up 4.0,Schilling,Heilman,Papelbon,2:46,N,36028,1.3,12,,2006,2006-06-29,1,FALSE,Thursday
87,"Thursday, Jul 13",BOS,H,OAK,L,4,5,11,53-34,1,up 2.5,Street,Tavárez,Saarloos,4:23,N,36141,1.37,-2,,2006,2006-07-13,1,FALSE,Thursday
88,"Friday, Jul 14",BOS,H,OAK,L,3,15,,53-35,1,up 1.5,Zito,Beckett,,3:40,N,36319,1.41,-3,,2006,2006-07-14,1,FALSE,Friday
89,"Saturday, Jul 15",BOS,H,OAK,W,7,0,,54-35,1,up 1.5,Schilling,Haren,,2:57,N,36232,1.46,1,,2006,2006-07-15,1,FALSE,Saturday
90,"Sunday, Jul 16",BOS,H,OAK,L,1,8,,54-36,1,up 0.5,Blanton,Snyder,,3:09,D,35643,1.46,-1,,2006,2006-07-16,1,FALSE,Sunday
91,"Monday, Jul 17",BOS,H,KCR,W,5,4,,55-36,1,up 0.5,Timlin,Peralta,Papelbon,2:56,N,36436,1.55,1,,2006,2006-07-17,1,FALSE,Monday
92,"Tuesday, Jul 18",BOS,H,KCR,W,1,0,,56-36,1,up 0.5,Lester,Duckworth,Papelbon,2:23,N,36224,1.58,2,,2006,2006-07-18,1,FALSE,Tuesday
93,"Wednesday, Jul 19",BOS,H,KCR,W,1,0,,57-36,1,up 1.5,Beckett,Redman,Papelbon,2:35,D,36098,1.55,3,,2006,2006-07-19,1,FALSE,Wednesday
94,"Thursday, Jul 20",BOS,H,TEX,W,6,4,,58-36,1,up 2.5,Schilling,Corey,Timlin,2:58,D,36489,1.47,4,2006-05-14 (Rain),2006,2006-07-20,1,FALSE,Thursday
101,"Friday, Jul 28",BOS,H,LAA,L,3,8,,61-40,1,up 0.5,Escobar,Lester,,3:13,N,36109,1.5,-2,,2006,2006-07-28,1,FALSE,Friday
102,"Saturday, Jul 29",BOS,H,LAA,W-wo,7,6,11,62-40,1,up 1.5,Tavárez,Carrasco,,3:59,D,35621,1.6,1,,2006,2006-07-29,1,FALSE,Saturday
103,"Sunday, Jul 30",BOS,H,LAA,L,4,10,,62-41,1,up 0.5,Lackey,Schilling,,3:07,N,36048,1.51,-1,,2006,2006-07-30,1,FALSE,Sunday
104,"Monday, Jul 31",BOS,H,CLE,W-wo,9,8,,63-41,1,up 1.0,Snyder,Hernández,,3:15,N,36387,1.64,1,,2006,2006-07-31,1,FALSE,Monday
105,"Tuesday, Aug 1",BOS,H,CLE,L,3,6,,63-42,1,Tied,Sabathia,Johnson,,3:03,N,36328,1.59,-1,,2006,2006-08-01,1,FALSE,Tuesday
106,"Wednesday, Aug 2",BOS,H,CLE,W-wo,6,5,,64-42,1,Tied,Papelbon,Hernández,,3:21,N,36022,1.66,1,,2006,2006-08-02,1,FALSE,Wednesday
107,"Thursday, Aug 3",BOS,H,CLE,L,6,7,,64-43,2,1.0,Westbrook,Beckett,Davis,2:56,N,36557,1.59,-1,,2006,2006-08-03,1,FALSE,Thursday
114,"Friday, Aug 11",BOS,H,BAL,W,9,2,,66-48,2,2.0,Wells,Loewen,,3:01,N,36191,1.73,1,,2006,2006-08-11,1,FALSE,Friday
115,"Saturday, Aug 12",BOS,H,BAL,W-wo,8,7,10,67-48,2,2.0,Papelbon,Chen,,3:25,D,35768,1.76,2,,2006,2006-08-12,1,FALSE,Saturday
116,"Sunday, Aug 13",BOS,H,BAL,W,11,9,,68-48,2,1.0,Lester,Cabrera,Papelbon,3:41,D,35744,1.82,3,,2006,2006-08-13,1,FALSE,Sunday
117,"Monday, Aug 14",BOS,H,DET,L,4,7,,68-49,2,2.0,Robertson,Beckett,Jones,3:05,N,36392,1.91,-1,,2006,2006-08-14,1,FALSE,Monday
118,"Tuesday, Aug 15",BOS,H,DET,L,2,3,,68-50,2,3.0,Rodney,Timlin,Jones,2:54,N,36179,1.82,-2,,2006,2006-08-15,1,FALSE,Tuesday
119,"Wednesday, Aug 16",BOS,H,DET,W,6,4,,69-50,2,2.0,Wells,Verlander,Papelbon,2:47,N,36304,1.73,1,,2006,2006-08-16,1,FALSE,Wednesday
120,"Friday, Aug 18 (1)",BOS,H,NYY,L,4,12,,69-51,2,3.5,Wang,Johnson,,3:55,D,36325,3.03,-1,2006-05-02 (Rain),2006,2006-08-18,1,TRUE,Friday
121,"Friday, Aug 18 (2)",BOS,H,NYY,L,11,14,,69-52,2,3.5,Myers,Timlin,,4:45,N,36071,2.88,-2,,2006,2006-08-18,2,TRUE,Friday
122,"Saturday, Aug 19",BOS,H,NYY,L,5,13,,69-53,2,4.5,Johnson,Beckett,,3:41,D,35738,2.66,-3,,2006,2006-08-19,1,FALSE,Saturday
123,"Sunday, Aug 20",BOS,H,NYY,L,5,8,10,69-54,2,5.5,Rivera,Hansen,,4:17,N,36155,2.35,-4,,2006,2006-08-20,1,FALSE,Sunday
124,"Monday, Aug 21",BOS,H,NYY,L,1,2,,69-55,2,6.5,Lidle,Wells,Farnsworth,3:03,D,35829,1.94,-5,,2006,2006-08-21,1,FALSE,Monday
134,"Thursday, Aug 31",BOS,H,TOR,W,6,4,,72-62,2,8.0,Delcarmen,Halladay,Papelbon,2:59,N,36238,0.49,1,,2006,2006-08-31,1,FALSE,Thursday
135,"Friday, Sep 1",BOS,H,TOR,W,2,1,,73-62,2,8.0,Snyder,Lilly,Timlin,3:01,N,36235,0.52,2,,2006,2006-09-01,1,FALSE,Friday
136,"Saturday, Sep 2",BOS,H,TOR,L,1,5,,73-63,2,8.0,Burnett,Jarvis,,2:46,D,35973,0.63,-1,,2006,2006-09-02,1,FALSE,Saturday
137,"Sunday, Sep 3",BOS,H,TOR,L,1,6,,73-64,2,9.0,Chacín,Beckett,,3:09,N,35719,0.43,-2,,2006,2006-09-03,1,FALSE,Sunday
